Date ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
2022-12-07,"2,685.00","2,695.00","2,642.15","2,690.20","2,647.00","2,650.50","2,665.31","2,856.15","2,180.00",3905263,"10,40,87,39,251.40",158784
2022-12-06,"2,665.10","2,697.00","2,661.00","2,682.45","2,689.45","2,690.20","2,685.66","2,856.15","2,180.00",3966243,"10,65,19,99,752.80",156158
2022-12-05,"2,712.00","2,716.75","2,678.00","2,722.15","2,682.00","2,682.45","2,694.53","2,856.15","2,180.00",6843367,"18,43,96,68,158.05",227194
2022-12-02,"2,730.00","2,748.00","2,700.60","2,723.30","2,727.00","2,722.15","2,725.02","2,856.15","2,180.00",5348595,"14,57,50,17,227.75",204222
2022-12-01,"2,741.80","2,755.00","2,716.00","2,731.35","2,725.25","2,723.30","2,738.93","2,856.15","2,180.00",4377696,"11,99,02,09,635.60",177158
2022-11-30,"2,712.50","2,745.45","2,698.20","2,712.20","2,733.05","2,731.35","2,727.09","2,856.15","2,180.00",12075137,"32,92,99,88,867.00",276976
2022-11-29,"2,703.95","2,731.65","2,694.00","2,707.55","2,708.35","2,712.20","2,713.16","2,856.15","2,180.00",5103687,"13,84,71,36,356.65",217704
2022-11-28,"2,608.90","2,721.05","2,502.00","2,617.60","2,706.00","2,707.55","2,686.06","2,856.15","2,180.00",14549929,"39,08,19,53,191.85",322273
2022-11-25,"2,589.00","2,624.90","2,582.10","2,579.10","2,612.75","2,617.60","2,605.35","2,856.15","2,180.00",3391988,"8,83,73,31,953.30",128621
2022-11-24,"2,566.00","2,594.00","2,548.20","2,557.05","2,588.00","2,579.10","2,564.10","2,856.15","2,180.00",4333225,"11,11,08,42,573.85",154377
2022-11-23,"2,575.00","2,577.90","2,552.25","2,565.05","2,557.50","2,557.05","2,561.22","2,856.15","2,180.00",2959787,"7,58,06,60,698.90",121346
2022-11-22,"2,545.00","2,568.50","2,536.50","2,550.90","2,564.90","2,565.05","2,556.94","2,856.15","2,180.00",3051201,"7,80,17,36,581.00",138342
2022-11-21,"2,588.00","2,588.00","2,543.10","2,597.65","2,548.00","2,550.90","2,556.28","2,856.15","2,180.00",2949108,"7,53,87,48,417.35",131742
2022-11-18,"2,606.75","2,609.00","2,571.10","2,599.05","2,597.05","2,597.65","2,589.31","2,856.15","2,180.00",2447425,"6,33,71,49,845.85",104090
2022-11-17,"2,584.95","2,613.00","2,580.00","2,592.35","2,598.95","2,599.05","2,599.58","2,856.15","2,180.00",3074259,"7,99,17,93,077.85",115328
2022-11-16,"2,610.00","2,615.95","2,581.35","2,607.30","2,592.95","2,592.35","2,601.87","2,856.15","2,180.00",4484007,"11,66,68,07,298.05",145159
2022-11-15,"2,622.30","2,626.40","2,590.00","2,619.05","2,607.20","2,607.30","2,603.39","2,856.15","2,180.00",3270388,"8,51,41,00,480.75",157977
2022-11-14,"2,630.75","2,642.00","2,605.15","2,631.80","2,614.65","2,619.05","2,624.26","2,856.15","2,180.00",4173395,"10,95,20,68,321.50",185791
2022-11-11,"2,600.00","2,636.00","2,588.00","2,572.50","2,630.00","2,631.80","2,614.60","2,856.15","2,180.00",5681124,"14,85,38,80,989.55",216539
2022-11-10,"2,590.00","2,596.55","2,563.00","2,604.00","2,572.35","2,572.50","2,575.91","2,856.15","2,180.00",2753420,"7,09,25,62,040.10",133955
2022-11-09,"2,610.30","2,621.95","2,590.05","2,606.60","2,593.70","2,604.00","2,610.46","2,856.15","2,180.00",5193814,"13,55,82,51,214.20",166982
2022-11-07,"2,591.00","2,610.30","2,574.00","2,592.75","2,604.00","2,606.60","2,595.94","2,856.15","2,180.00",5440967,"14,12,44,30,758.45",195001
2022-11-04,"2,553.90","2,600.00","2,551.10","2,555.15","2,594.20","2,592.75","2,582.57","2,856.15","2,180.00",5803737,"14,98,85,68,897.45",172676
2022-11-03,"2,529.85","2,559.55","2,525.05","2,545.65","2,552.00","2,555.15","2,546.83","2,856.15","2,180.00",3089026,"7,86,72,09,428.75",122250
2022-11-02,"2,532.30","2,550.20","2,515.00","2,529.85","2,542.55","2,545.65","2,535.59","2,856.15","2,180.00",4145144,"10,51,03,78,542.40",202520
2022-11-01,"2,600.00","2,600.00","2,508.00","2,549.60","2,531.70","2,529.85","2,543.76","2,856.15","2,180.00",6443999,"16,39,19,94,975.90",243797
2022-10-31,"2,541.00","2,560.95","2,532.20","2,526.15","2,545.80","2,549.60","2,548.29","2,856.15","2,180.00",5731802,"14,60,63,11,320.10",207585
2022-10-28,"2,465.00","2,535.00","2,459.45","2,451.15","2,527.00","2,526.15","2,508.14","2,856.15","2,180.00",8126824,"20,38,32,47,305.20",313227
2022-10-27,"2,458.00","2,468.45","2,432.80","2,441.55","2,459.20","2,451.15","2,448.82","2,856.15","2,180.00",5774775,"14,14,13,65,856.20",197403
2022-10-25,"2,499.00","2,499.00","2,438.00","2,479.85","2,441.80","2,441.55","2,465.38","2,856.15","2,180.00",5645639,"13,91,86,29,427.80",199350
2022-10-24,"2,460.00","2,502.50","2,455.30","2,471.60","2,480.80","2,479.85","2,481.80","2,856.15","2,180.00",1555270,"3,85,98,66,818.15",68811
2022-10-21,"2,507.70","2,516.80","2,467.00","2,500.60","2,470.00","2,471.60","2,491.53","2,856.15","2,180.00",3804352,"9,47,86,48,257.95",164406
2022-10-20,"2,485.00","2,519.00","2,485.00","2,493.90","2,496.05","2,500.60","2,502.71","2,856.15","2,180.00",4022919,"10,06,81,97,552.85",152697
2022-10-19,"2,454.50","2,527.85","2,441.70","2,451.25","2,496.00","2,493.90","2,499.51","2,856.15","2,180.00",8882553,"22,20,20,63,579.30",260623
2022-10-18,"2,422.00","2,463.00","2,420.15","2,408.75","2,453.35","2,451.25","2,450.34","2,856.15","2,180.00",5729899,"14,04,02,01,497.40",193197
2022-10-17,"2,355.00","2,414.00","2,343.60","2,370.70","2,406.60","2,408.75","2,376.10","2,856.15","2,180.00",7720595,"18,34,49,14,890.00",185379
2022-10-14,"2,415.00","2,416.35","2,369.10","2,382.80","2,371.75","2,370.70","2,392.60","2,856.15","2,180.00",4202459,"10,05,48,22,904.25",178804
2022-10-13,"2,371.40","2,394.00","2,360.10","2,375.25","2,381.00","2,382.80","2,379.51","2,856.15","2,180.00",3382098,"8,04,77,37,069.20",163282
2022-10-12,"2,352.00","2,381.70","2,343.10","2,357.90","2,377.00","2,375.25","2,368.06","2,856.15","2,180.00",3422992,"8,10,58,61,297.40",158484
2022-10-11,"2,414.00","2,414.00","2,351.10","2,405.80","2,353.55","2,357.90","2,377.84","2,856.15","2,180.00",4252803,"10,11,24,92,555.10",197213
2022-10-10,"2,405.00","2,417.60","2,388.00","2,432.35","2,407.00","2,405.80","2,403.20","2,856.15","2,180.00",2921076,"7,01,99,27,774.65",136725
2022-10-07,"2,414.65","2,443.90","2,414.65","2,422.10","2,431.95","2,432.35","2,431.89","2,856.15","2,180.00",3560167,"8,65,79,40,132.20",119485
2022-10-06,"2,429.00","2,450.00","2,418.15","2,413.20","2,422.50","2,422.10","2,433.70","2,856.15","2,180.00",6162021,"14,99,64,87,081.50",212103
2022-10-04,"2,397.80","2,418.00","2,390.15","2,369.50","2,412.90","2,413.20","2,406.73","2,856.15","2,180.00",4129893,"9,93,95,56,462.20",152496
2022-10-03,"2,391.50","2,416.95","2,363.00","2,377.75","2,367.05","2,369.50","2,382.06","2,856.15","2,180.00",5470030,"13,02,99,23,334.80",230794
2022-09-30,"2,311.00","2,402.00","2,311.00","2,325.30","2,376.15","2,377.75","2,371.60","2,856.15","2,180.00",8589908,"20,37,18,10,194.00",264760
2022-09-29,"2,360.00","2,367.50","2,313.00","2,332.45","2,328.00","2,325.30","2,334.53","2,856.15","2,180.00",6771046,"15,80,72,34,115.85",288225
2022-09-28,"2,360.35","2,378.00","2,327.10","2,396.25","2,330.50","2,332.45","2,353.58","2,856.15","2,180.00",7844140,"18,46,17,91,856.30",387724
2022-09-27,"2,394.00","2,426.00","2,360.10","2,377.35","2,394.00","2,396.25","2,390.70","2,856.15","2,180.00",7455448,"17,82,37,38,488.00",295538
2022-09-26,"2,394.05","2,417.80","2,375.15","2,439.50","2,378.15","2,377.35","2,392.03","2,856.15","2,180.00",5759298,"13,77,64,01,753.70",334638
2022-09-23,"2,485.00","2,495.95","2,436.10","2,486.10","2,438.80","2,439.50","2,455.68","2,856.15","2,180.00",4397194,"10,79,81,21,356.15",246646
2022-09-22,"2,486.00","2,503.00","2,472.10","2,509.75","2,487.95","2,486.10","2,488.77","2,856.15","2,180.00",4757219,"11,83,96,11,958.30",207678
2022-09-21,"2,496.75","2,533.00","2,495.00","2,502.85","2,507.70","2,509.75","2,515.30","2,856.15","2,180.00",4249172,"10,68,79,28,437.35",146056
2022-09-20,"2,522.45","2,537.70","2,494.70","2,502.45","2,497.85","2,502.85","2,518.24","2,856.15","2,180.00",3881882,"9,77,54,96,109.20",178557
2022-09-19,"2,499.20","2,522.70","2,481.35","2,499.20","2,502.40","2,502.45","2,506.17","2,856.15","2,180.00",3498286,"8,76,73,14,647.00",137901
2022-09-16,"2,543.75","2,553.00","2,491.00","2,562.70","2,498.00","2,499.20","2,509.51","2,856.15","2,180.00",9330469,"23,41,48,92,723.80",311718
2022-09-15,"2,583.00","2,603.55","2,556.75","2,588.35","2,563.00","2,562.70","2,573.85","2,856.15","2,180.00",4783723,"12,31,26,02,615.90",181399
2022-09-14,"2,575.00","2,610.00","2,572.75","2,619.75","2,589.15","2,588.35","2,595.02","2,856.15","2,180.00",4004997,"10,39,30,65,929.10",156954
2022-09-13,"2,618.00","2,629.70","2,601.00","2,598.05","2,619.00","2,619.75","2,617.12","2,856.15","2,180.00",4102114,"10,73,57,22,213.80",155135
2022-09-12,"2,570.55","2,612.00","2,570.55","2,569.30","2,597.60","2,598.05","2,596.44","2,856.15","2,180.00",3431445,"8,90,95,27,157.50",123802
2022-09-09,"2,610.00","2,610.00","2,564.00","2,585.40","2,568.90","2,569.30","2,577.69","2,856.15","2,180.00",3837302,"9,89,13,79,842.80",185947
2022-09-08,"2,588.25","2,598.00","2,571.00","2,581.75","2,583.05","2,585.40","2,583.54","2,856.15","2,180.00",3256840,"8,41,41,88,239.00",116529
2022-09-07,"2,575.00","2,594.90","2,570.00","2,596.85","2,580.50","2,581.75","2,580.95","2,856.15","2,180.00",3455942,"8,91,96,02,471.35",117855
2022-09-06,"2,573.00","2,606.00","2,572.00","2,569.80","2,594.00","2,596.85","2,592.68","2,856.15","2,180.00",5030172,"13,04,16,46,173.55",174426
2022-09-05,"2,531.00","2,581.50","2,531.00","2,530.50","2,567.15","2,569.80","2,563.92","2,856.15","2,180.00",5227785,"13,40,36,22,183.40",189614
2022-09-02,"2,560.40","2,575.35","2,525.70","2,560.40","2,527.95","2,530.50","2,546.24","2,856.15","2,180.00",5999196,"15,27,53,78,547.55",266158
2022-09-01,"2,582.65","2,604.95","2,550.70","2,637.95","2,564.00","2,560.40","2,580.13","2,856.15","2,180.00",9188434,"23,70,73,62,824.55",346414
2022-08-30,"2,614.00","2,645.25","2,576.60","2,597.65","2,642.00","2,637.95","2,614.74","2,856.15","2,180.00",10678670,"27,92,19,81,356.70",285656
2022-08-29,"2,585.00","2,655.00","2,578.05","2,618.00","2,600.00","2,597.65","2,614.34","2,856.15","2,180.00",9155684,"23,93,60,68,091.80",326003
2022-08-26,"2,633.00","2,650.00","2,607.00","2,632.05","2,623.00","2,618.00","2,622.30","2,856.15","2,132.30",4957449,"12,99,99,29,105.55",191312
2022-08-25,"2,648.95","2,662.90","2,622.60","2,639.75","2,628.00","2,632.05","2,648.65","2,856.15","2,132.30",3632902,"9,62,23,00,857.85",133033
2022-08-24,"2,640.10","2,670.00","2,635.35","2,646.80","2,645.00","2,639.75","2,648.95","2,856.15","2,132.30",4785579,"12,67,67,50,456.45",168584
2022-08-23,"2,594.00","2,653.20","2,591.35","2,606.60","2,649.00","2,646.80","2,630.64","2,856.15","2,132.30",4466619,"11,75,00,46,560.20",173321
2022-08-22,"2,617.00","2,631.30","2,586.00","2,613.85","2,602.50","2,606.60","2,606.47","2,856.15","2,132.30",4371179,"11,39,33,40,723.50",193858
2022-08-19,"2,650.00","2,661.70","2,604.95","2,661.30","2,609.80","2,613.85","2,631.57","2,856.15","2,128.15",4366123,"11,48,97,47,684.60",159356
2022-08-18,"2,660.00","2,669.00","2,640.20","2,665.15","2,662.00","2,661.30","2,654.44","2,856.15","2,128.15",3419730,"9,07,74,57,998.05",131393
2022-08-17,"2,665.00","2,676.90","2,655.55","2,651.30","2,661.70","2,665.15","2,666.17","2,856.15","2,128.15",3044037,"8,11,59,22,559.35",121433
2022-08-16,"2,646.20","2,657.30","2,627.30","2,633.00","2,656.00","2,651.30","2,643.49","2,856.15","2,128.15",3049304,"8,06,07,90,553.15",140058
2022-08-12,"2,590.30","2,641.35","2,582.20","2,591.10","2,632.00","2,633.00","2,626.23","2,856.15","2,066.50",5838244,"15,33,25,63,329.35",256139
2022-08-11,"2,603.10","2,609.90","2,580.20","2,582.50","2,586.70","2,591.10","2,593.04","2,856.15","2,066.50",3783480,"9,81,07,22,225.40",171131
2022-08-10,"2,576.90","2,589.90","2,557.05","2,567.15","2,578.95","2,582.50","2,574.23","2,856.15","2,066.50",4949442,"12,74,10,05,921.30",183157
2022-08-08,"2,531.00","2,583.55","2,531.00","2,534.00","2,568.00","2,567.15","2,567.43","2,856.15","2,066.50",4691228,"12,04,44,17,897.15",172002
2022-08-05,"2,576.00","2,578.80","2,526.95","2,571.90","2,532.90","2,534.00","2,543.41","2,856.15","2,041.15",6434433,"16,36,54,07,365.90",249464
2022-08-04,"2,610.00","2,617.75","2,535.00","2,606.35","2,570.00","2,571.90","2,569.27","2,856.15","2,041.15",6676577,"17,15,39,07,762.65",309213
2022-08-03,"2,600.00","2,610.00","2,567.45","2,584.65","2,606.20","2,606.35","2,591.04","2,856.15","2,041.15",6576824,"17,04,08,29,415.65",250247
2022-08-02,"2,572.50","2,607.80","2,561.55","2,574.85","2,575.50","2,584.65","2,583.64","2,856.15","2,041.15",6423115,"16,59,49,94,133.95",230608
2022-08-01,"2,519.15","2,587.75","2,507.60","2,509.45","2,569.00","2,574.85","2,560.47","2,856.15","2,041.15",7245568,"18,55,20,37,709.10",262991
2022-07-29,"2,474.70","2,517.10","2,464.00","2,457.10","2,507.20","2,509.45","2,494.30","2,856.15","2,016.25",6982808,"17,41,72,22,455.45",270354
2022-07-28,"2,436.00","2,467.95","2,421.00","2,419.20","2,453.60","2,457.10","2,446.73","2,856.15","2,016.25",5766936,"14,11,01,46,776.35",207490
2022-07-27,"2,419.95","2,427.00","2,402.00","2,421.50","2,422.00","2,419.20","2,416.05","2,856.15","2,016.25",3994321,"9,65,04,59,374.80",165700
2022-07-26,"2,421.10","2,443.90","2,411.35","2,420.40","2,419.40","2,421.50","2,430.94","2,856.15","2,016.25",5216466,"12,68,09,27,214.10",188181
2022-07-25,"2,467.45","2,467.45","2,403.00","2,503.10","2,417.40","2,420.40","2,422.67","2,856.15","2,016.25",10665470,"25,83,88,70,736.65",450900
2022-07-22,"2,500.00","2,516.30","2,495.00","2,486.30","2,502.95","2,503.10","2,504.62","2,856.15","2,016.25",5062651,"12,67,99,94,866.30",172852
2022-07-21,"2,494.00","2,500.00","2,467.30","2,503.00","2,486.00","2,486.30","2,482.92","2,856.15","2,016.25",7625468,"18,93,34,28,050.10",197537
2022-07-20,"2,540.00","2,542.50","2,486.25","2,437.10","2,499.00","2,503.00","2,506.66","2,856.15","2,016.25",11041036,"27,67,61,29,582.85",325796
2022-07-19,"2,400.30","2,447.00","2,400.30","2,422.25","2,433.00","2,437.10","2,429.46","2,856.15","2,016.25",7587006,"18,43,23,14,366.20",213280
2022-07-18,"2,421.00","2,425.00","2,392.30","2,401.80","2,423.00","2,422.25","2,408.23","2,856.15","2,016.25",6996757,"16,84,98,06,027.65",212210
2022-07-15,"2,415.00","2,415.00","2,383.10","2,397.15","2,401.15","2,401.80","2,397.18","2,856.15","2,016.25",4431880,"10,62,39,95,556.20",137878
2022-07-14,"2,388.00","2,433.95","2,376.95","2,377.55","2,399.00","2,397.15","2,398.08","2,856.15","2,016.25",7831798,"18,78,12,43,733.65",257217
2022-07-13,"2,427.30","2,434.00","2,373.00","2,420.45","2,379.00","2,377.55","2,398.49","2,856.15","2,016.25",6564435,"15,74,47,18,033.45",263635
2022-07-12,"2,404.00","2,439.70","2,404.00","2,423.90","2,418.80","2,420.45","2,424.68","2,856.15","2,016.25",4974502,"12,06,15,61,234.20",203393
2022-07-11,"2,376.50","2,428.80","2,370.00","2,391.40","2,421.50","2,423.90","2,400.92","2,856.15","2,016.25",6390604,"15,34,33,20,840.20",224208
2022-07-08,"2,418.00","2,418.00","2,382.55","2,388.10","2,391.00","2,391.40","2,393.99","2,856.15","2,016.25",8773162,"21,00,28,72,434.25",310810
2022-07-07,"2,425.90","2,433.25","2,375.00","2,411.85","2,391.00","2,388.10","2,392.12","2,856.15","2,016.25",10753423,"25,72,34,62,115.35",388023
2022-07-06,"2,420.10","2,441.95","2,388.00","2,433.25","2,415.00","2,411.85","2,410.61","2,856.15","2,016.25",11050026,"26,63,72,48,724.35",392094
2022-07-05,"2,423.00","2,464.90","2,417.10","2,413.70","2,431.55","2,433.25","2,440.39","2,856.15","2,016.25",8144239,"19,87,51,58,179.60",351338
2022-07-04,"2,378.95","2,442.00","2,366.10","2,408.70","2,413.00","2,413.70","2,412.08","2,856.15","2,016.25",19317335,"46,59,49,29,825.60",525122
2022-07-01,"2,574.90","2,592.00","2,365.00","2,595.65","2,406.00","2,408.70","2,434.35","2,856.15","2,016.25",37841671,"92,11,99,94,931.80",1165095
2022-06-30,"2,580.00","2,615.90","2,566.00","2,580.15","2,589.00","2,595.65","2,596.11","2,856.15","2,016.25",10666627,"27,69,17,90,169.90",321110
2022-06-29,"2,507.20","2,597.00","2,501.00","2,527.70","2,576.00","2,580.15","2,559.16","2,856.15","2,016.25",8863172,"22,68,22,90,935.35",383990
2022-06-28,"2,482.10","2,533.95","2,482.10","2,492.65","2,530.00","2,527.70","2,515.75","2,856.15","2,016.25",6263867,"15,75,83,39,977.00",279432
2022-06-27,"2,544.95","2,544.95","2,481.55","2,500.05","2,495.60","2,492.65","2,511.81","2,856.15","2,016.25",7141493,"17,93,81,04,628.25",245447
2022-06-24,"2,480.00","2,511.00","2,468.00","2,464.95","2,497.55","2,500.05","2,491.97","2,856.15","2,016.25",6571866,"16,37,69,08,912.20",258066
2022-06-23,"2,515.05","2,525.00","2,445.00","2,505.60","2,469.00","2,464.95","2,485.55","2,856.15","2,016.25",8974475,"22,30,64,90,549.05",400081
2022-06-22,"2,558.10","2,558.30","2,501.00","2,584.10","2,502.00","2,505.60","2,524.18","2,856.15","2,016.25",4899839,"12,36,80,75,581.25",229961
2022-06-21,"2,560.00","2,593.40","2,528.30","2,543.05","2,582.00","2,584.10","2,562.46","2,856.15","2,016.25",5408801,"13,85,98,27,576.20",219641
2022-06-20,"2,605.00","2,617.10","2,521.10","2,590.00","2,542.90","2,543.05","2,552.96","2,856.15","2,016.25",5568825,"14,21,69,89,371.65",228914
2022-06-17,"2,560.00","2,624.85","2,556.10","2,560.00","2,605.05","2,590.00","2,592.42","2,856.15","2,016.25",11286988,"29,26,06,39,914.30",287827
2022-06-16,"2,623.00","2,659.05","2,554.00","2,596.30","2,555.10","2,560.00","2,603.56","2,856.15","2,016.25",7896943,"20,56,01,73,723.70",282387
2022-06-15,"2,617.55","2,637.30","2,584.40","2,628.10","2,595.80","2,596.30","2,613.39","2,856.15","2,016.25",5166738,"13,50,27,08,125.15",214934
2022-06-14,"2,650.05","2,671.85","2,613.45","2,662.90","2,627.75","2,628.10","2,637.47","2,856.15","2,016.25",6790653,"17,91,01,40,469.65",237522
2022-06-13,"2,650.00","2,672.80","2,616.30","2,714.25","2,668.00","2,662.90","2,646.30","2,856.15","2,016.25",8131998,"21,51,96,68,179.50",303540
2022-06-10,"2,771.90","2,789.90","2,701.50","2,798.75","2,713.90","2,714.25","2,740.01","2,856.15","2,016.25",8349943,"22,87,89,43,836.30",278759
2022-06-09,"2,710.00","2,803.00","2,710.00","2,724.05","2,796.05","2,798.75","2,763.87","2,856.15","2,016.25",7973935,"22,03,88,90,334.10",281501
2022-06-08,"2,772.75","2,781.00","2,716.30","2,772.75","2,722.00","2,724.05","2,741.07","2,856.15","2,016.25",5759172,"15,78,62,94,151.30",241691
2022-06-07,"2,769.90","2,791.10","2,752.05","2,767.55","2,767.05","2,772.75","2,773.03","2,856.15","2,016.25",5703333,"15,81,54,85,543.85",232290
2022-06-06,"2,780.00","2,814.00","2,751.80","2,779.50","2,766.25","2,767.55","2,775.79","2,856.15","2,016.25",5119488,"14,21,05,99,849.75",217253
2022-06-03,"2,744.00","2,817.35","2,742.00","2,724.30","2,778.00","2,779.50","2,793.34","2,856.15","2,016.25",11048210,"30,86,14,49,556.90",353834
2022-06-02,"2,634.00","2,732.45","2,634.00","2,633.50","2,728.30","2,724.30","2,701.30","2,856.15","2,016.25",10211408,"27,58,41,03,887.40",297958
2022-06-01,"2,634.30","2,655.20","2,616.20","2,632.65","2,635.00","2,633.50","2,638.15","2,856.15","2,016.25",4512079,"11,90,35,42,973.55",165071
2022-05-31,"2,641.40","2,678.80","2,615.70","2,664.80","2,623.60","2,632.65","2,638.54","2,856.15","2,016.25",32591420,"85,99,38,98,870.00",309551
2022-05-30,"2,615.00","2,674.00","2,594.20","2,575.10","2,668.00","2,664.80","2,640.57","2,856.15","2,016.25",6393341,"16,88,20,83,950.05",176733
2022-05-27,"2,593.05","2,605.15","2,540.10","2,587.10","2,575.30","2,575.10","2,574.11","2,856.15","1,960.00",7624888,"19,62,72,94,687.95",223459
2022-05-26,"2,624.40","2,634.90","2,548.00","2,612.00","2,589.00","2,587.10","2,587.30","2,856.15","1,960.00",8252551,"21,35,18,51,439.70",295460
2022-05-25,"2,635.00","2,656.70","2,601.50","2,615.85","2,613.40","2,612.00","2,625.82","2,856.15","1,960.00",5867760,"15,40,76,80,360.40",224077
2022-05-24,"2,607.00","2,638.00","2,597.70","2,606.90","2,615.05","2,615.85","2,619.42","2,856.15","1,960.00",6243086,"16,35,32,68,081.50",238049
2022-05-23,"2,631.50","2,653.55","2,593.00","2,624.45","2,602.50","2,606.90","2,617.90","2,856.15","1,960.00",7039144,"18,42,77,94,860.95",256879
2022-05-20,"2,512.50","2,644.40","2,502.00","2,479.85","2,628.85","2,624.45","2,569.30","2,856.15","1,930.40",10057508,"25,84,08,01,772.20",366921
2022-05-19,"2,484.00","2,512.50","2,466.05","2,538.35","2,477.90","2,479.85","2,494.14","2,856.15","1,930.40",6783641,"16,91,93,58,308.20",266213
2022-05-18,"2,539.65","2,570.00","2,508.25","2,529.15","2,542.25","2,538.35","2,535.87","2,856.15","1,930.40",7973235,"20,21,91,14,283.45",293806
2022-05-17,"2,435.10","2,539.90","2,432.00","2,427.20","2,533.50","2,529.15","2,501.03","2,856.15","1,930.40",7638666,"19,10,45,26,814.40",278980
2022-05-16,"2,434.45","2,481.00","2,416.65","2,426.60","2,428.05","2,427.20","2,444.28","2,856.15","1,930.40",6201594,"15,15,84,12,714.25",244925
2022-05-13,"2,426.00","2,478.00","2,415.35","2,399.40","2,431.45","2,426.60","2,451.67","2,856.15","1,906.00",8910998,"21,84,67,99,849.40",408746
2022-05-12,"2,427.50","2,434.85","2,370.00","2,449.30","2,403.50","2,399.40","2,400.60","2,856.15","1,906.00",9456280,"22,70,07,52,366.95",359540
2022-05-11,"2,472.65","2,484.95","2,421.95","2,474.65","2,450.75","2,449.30","2,454.29","2,856.15","1,906.00",7681157,"18,85,17,60,949.05",325039
2022-05-10,"2,495.00","2,526.60","2,458.00","2,518.30","2,461.70","2,474.65","2,495.14","2,856.15","1,906.00",9004636,"22,46,78,46,480.75",329083
2022-05-09,"2,574.95","2,597.10","2,507.00","2,620.65","2,508.00","2,518.30","2,540.75","2,856.15","1,906.00",8345649,"21,20,42,15,137.35",344258
2022-05-06,"2,612.20","2,659.00","2,593.55","2,640.90","2,628.00","2,620.65","2,619.88","2,856.15","1,906.00",9068448,"23,75,82,82,132.90",291431
